,Date,High,Low,Open,Close,Volume,Adj Close,year
3438,2014-01-02,98.97000122070312,95.33999633789062,98.5,95.44000244140625,113907.0,95.44000244140625,2014
3439,2014-01-03,95.73999786376953,93.86000061035156,95.47000122070312,93.95999908447266,251248.0,93.95999908447266,2014
3440,2014-01-06,94.58999633789062,93.19999694824219,94.18000030517578,93.43000030517578,215522.0,93.43000030517578,2014
3441,2014-01-07,94.22000122070312,93.3499984741211,93.5999984741211,93.66999816894531,189379.0,93.66999816894531,2014
3442,2014-01-08,94.18000030517578,92.26000213623047,93.95999908447266,92.33000183105469,177182.0,92.33000183105469,2014
3443,2014-01-09,92.93000030517578,91.23999786376953,92.58000183105469,91.66000366210938,244855.0,91.66000366210938,2014
3444,2014-01-10,93.37999725341797,91.98999786376953,92.30000305175781,92.72000122070312,255784.0,92.72000122070312,2014
3445,2014-01-13,92.87999725341797,91.43000030517578,92.83000183105469,91.80000305175781,255988.0,91.80000305175781,2014
3446,2014-01-14,92.87999725341797,91.5,91.51000213623047,92.58999633789062,212208.0,92.58999633789062,2014
3447,2014-01-15,94.63999938964844,92.43000030517578,92.6500015258789,94.16999816894531,243474.0,94.16999816894531,2014
3448,2014-01-16,94.63999938964844,93.5999984741211,94.29000091552734,93.95999908447266,263295.0,93.95999908447266,2014
3449,2014-01-17,94.94000244140625,93.94000244140625,94.16999816894531,94.37000274658203,165135.0,94.37000274658203,2014
3450,2014-01-21,95.2300033569336,93.43000030517578,94.0,94.98999786376953,119887.0,94.98999786376953,2014
3451,2014-01-22,96.88999938964844,95.12000274658203,95.19999694824219,96.7300033569336,244861.0,96.7300033569336,2014
3452,2014-01-23,97.83999633789062,96.41000366210938,96.69000244140625,97.31999969482422,252349.0,97.31999969482422,2014
3453,2014-01-24,97.80000305175781,96.25,97.37000274658203,96.63999938964844,274078.0,96.63999938964844,2014
3454,2014-01-27,97.18000030517578,95.20999908447266,96.9000015258789,95.72000122070312,239673.0,95.72000122070312,2014
3455,2014-01-28,97.66000366210938,95.62999725341797,95.66000366210938,97.41000366210938,235110.0,97.41000366210938,2014
3456,2014-01-29,97.75,96.31999969482422,97.16999816894531,97.36000061035156,206490.0,97.36000061035156,2014
