,Date,High,Low,Open,Close,Volume,Adj Close,year
1941,2008-01-02,100.0,96.05000305175781,96.05000305175781,99.62000274658203,108597.0,99.62000274658203,2008
1942,2008-01-03,100.08999633789062,98.44999694824219,99.2300033569336,99.18000030517578,227099.0,99.18000030517578,2008
1943,2008-01-04,99.41000366210938,97.0999984741211,99.16999816894531,97.91000366210938,241269.0,97.91000366210938,2008
1944,2008-01-07,98.4000015258789,94.47000122070312,97.79000091552734,95.08999633789062,231790.0,95.08999633789062,2008
1945,2008-01-08,97.54000091552734,95.26000213623047,95.3499984741211,96.33000183105469,258890.0,96.33000183105469,2008
1946,2008-01-09,97.97000122070312,95.41999816894531,96.23999786376953,95.66999816894531,287519.0,95.66999816894531,2008
1947,2008-01-10,96.23999786376953,93.26000213623047,95.79000091552734,93.70999908447266,346504.0,93.70999908447266,2008
1948,2008-01-11,94.6500015258789,92.30999755859375,93.55000305175781,92.69000244140625,315910.0,92.69000244140625,2008
1949,2008-01-14,94.43000030517578,92.41000366210938,92.91999816894531,94.19999694824219,293791.0,94.19999694824219,2008
1950,2008-01-15,94.37999725341797,90.9800033569336,94.23999786376953,91.9000015258789,257790.0,91.9000015258789,2008
1951,2008-01-16,91.9000015258789,89.26000213623047,91.68000030517578,90.83999633789062,316087.0,90.83999633789062,2008
1952,2008-01-17,92.19000244140625,89.56999969482422,91.0,90.12999725341797,353599.0,90.12999725341797,2008
1953,2008-01-18,91.31999969482422,89.61000061035156,89.9000015258789,90.56999969482422,209723.0,90.56999969482422,2008
1954,2008-01-22,91.0,86.11000061035156,87.44999694824219,89.8499984741211,164876.0,89.8499984741211,2008
1955,2008-01-23,89.44000244140625,86.6500015258789,89.1500015258789,86.98999786376953,347366.0,86.98999786376953,2008
1956,2008-01-24,89.75,87.01000213623047,87.72000122070312,89.41000366210938,261820.0,89.41000366210938,2008
1957,2008-01-25,91.37999725341797,89.51000213623047,89.55000305175781,90.70999908447266,286687.0,90.70999908447266,2008
1958,2008-01-28,91.36000061035156,88.77999877929688,90.62000274658203,90.98999786376953,306715.0,90.98999786376953,2008
1959,2008-01-29,92.41999816894531,90.33000183105469,91.05000305175781,91.63999938964844,261940.0,91.63999938964844,2008
1960,2008-01-30,92.70999908447266,91.23999786376953,92.37000274658203,92.33000183105469,216738.0,92.33000183105469,2008
1961,2008-01-31,92.30000305175781,89.58000183105469,91.7699966430664,91.75,241095.0,91.75,2008
1962,2008-02-01,92.12000274658203,88.45999908447266,91.36000061035156,88.95999908447266,316987.0,88.95999908447266,2008
1963,2008-02-04,90.83000183105469,88.06999969482422,88.66000366210938,90.0199966430664,287490.0,90.0199966430664,2008
1964,2008-02-05,90.0,87.52999877929688,89.9800033569336,88.41000366210938,229467.0,88.41000366210938,2008
1965,2008-02-06,88.94000244140625,86.66000366210938,88.2699966430664,87.13999938964844,259716.0,87.13999938964844,2008
1966,2008-02-07,88.4000015258789,86.23999786376953,87.05999755859375,88.11000061035156,301813.0,88.11000061035156,2008
1967,2008-02-08,91.9800033569336,88.0,88.29000091552734,91.7699966430664,281570.0,91.7699966430664,2008
1968,2008-02-11,94.72000122070312,90.91999816894531,91.76000213623047,93.58999633789062,339273.0,93.58999633789062,2008
1969,2008-02-12,94.1500015258789,92.05999755859375,93.61000061035156,92.77999877929688,320857.0,92.77999877929688,2008
1970,2008-02-13,93.88999938964844,91.91000366210938,92.5,93.2699966430664,294314.0,93.2699966430664,2008
1971,2008-02-14,95.58999633789062,93.25,93.29000091552734,95.45999908447266,270308.0,95.45999908447266,2008
1972,2008-02-15,96.66999816894531,94.66000366210938,95.22000122070312,95.5,271470.0,95.5,2008
1973,2008-02-19,100.05999755859375,95.2300033569336,95.37000274658203,100.01000213623047,215228.0,100.01000213623047,2008
1974,2008-02-20,101.31999969482422,98.4000015258789,99.9800033569336,100.73999786376953,194051.0,100.73999786376953,2008
1975,2008-02-21,100.33000183105469,96.87000274658203,100.01000213623047,98.2300033569336,275362.0,98.2300033569336,2008
1976,2008-02-22,99.37000274658203,97.16000366210938,97.5,98.80999755859375,312097.0,98.80999755859375,2008
1977,2008-02-25,99.69999694824219,97.75,98.98999786376953,99.2300033569336,245946.0,99.2300033569336,2008
1978,2008-02-26,101.43000030517578,98.45999908447266,99.3499984741211,100.87999725341797,206041.0,100.87999725341797,2008
1979,2008-02-27,102.08000183105469,99.43000030517578,101.19999694824219,99.63999938964844,265974.0,99.63999938964844,2008
1980,2008-02-28,102.97000122070312,98.91000366210938,99.62999725341797,102.58999633789062,267762.0,102.58999633789062,2008
1981,2008-02-29,103.05000305175781,101.36000061035156,102.55000305175781,101.83999633789062,287914.0,101.83999633789062,2008
1982,2008-03-03,103.94999694824219,100.7699966430664,101.62999725341797,102.44999694824219,225732.0,102.44999694824219,2008
1983,2008-03-04,103.33000183105469,98.87000274658203,102.3499984741211,99.5199966430664,281850.0,99.5199966430664,2008
1984,2008-03-05,104.94999694824219,99.55000305175781,99.87999725341797,104.5199966430664,366724.0,104.5199966430664,2008
1985,2008-03-06,105.97000122070312,102.8499984741211,104.63999938964844,105.47000122070312,414308.0,105.47000122070312,2008
1986,2008-03-07,106.54000091552734,103.91000366210938,105.58000183105469,105.1500015258789,337767.0,105.1500015258789,2008
1987,2008-03-10,108.20999908447266,104.08000183105469,105.25,107.9000015258789,321205.0,107.9000015258789,2008
1988,2008-03-11,109.72000122070312,106.61000061035156,107.91000366210938,108.75,340551.0,108.75,2008
1989,2008-03-12,110.19999694824219,107.08999633789062,108.6500015258789,109.91999816894531,349815.0,109.91999816894531,2008
1990,2008-03-13,110.9800033569336,108.76000213623047,110.05999755859375,110.33000183105469,342575.0,110.33000183105469,2008
1991,2008-03-14,110.91999816894531,108.83999633789062,110.23999786376953,110.20999908447266,327857.0,110.20999908447266,2008
1992,2008-03-17,111.80000305175781,103.2300033569336,110.0999984741211,105.68000030517578,293217.0,105.68000030517578,2008
1993,2008-03-18,109.80000305175781,105.68000030517578,106.1500015258789,109.41999816894531,336081.0,109.41999816894531,2008
1994,2008-03-19,108.9800033569336,102.94999694824219,108.80000305175781,104.4800033569336,187052.0,104.4800033569336,2008
1995,2008-03-20,102.69000244140625,98.6500015258789,102.0999984741211,101.83999633789062,386956.0,101.83999633789062,2008
1996,2008-03-24,102.41999816894531,99.94999694824219,101.69999694824219,100.86000061035156,332794.0,100.86000061035156,2008
1997,2008-03-25,101.86000061035156,99.12999725341797,100.43000030517578,101.22000122070312,190177.0,101.22000122070312,2008
1998,2008-03-26,106.36000061035156,101.43000030517578,101.55000305175781,105.9000015258789,303743.0,105.9000015258789,2008
1999,2008-03-27,108.22000122070312,105.02999877929688,106.0,107.58000183105469,330867.0,107.58000183105469,2008
2000,2008-03-28,107.62999725341797,104.70999908447266,107.19000244140625,105.62000274658203,311980.0,105.62000274658203,2008
2001,2008-03-31,106.77999877929688,100.25,105.12000274658203,101.58000183105469,261687.0,101.58000183105469,2008
2002,2008-04-01,102.55000305175781,99.55000305175781,101.56999969482422,100.9800033569336,332269.0,100.9800033569336,2008
2003,2008-04-02,105.0999984741211,99.83999633789062,100.83000183105469,104.83000183105469,299407.0,104.83000183105469,2008
2004,2008-04-03,106.44000244140625,103.20999908447266,104.52999877929688,103.83000183105469,295756.0,103.83000183105469,2008
2005,2008-04-04,106.37999725341797,104.02999877929688,104.26000213623047,106.2300033569336,322592.0,106.2300033569336,2008
2006,2008-04-07,109.4800033569336,105.86000061035156,106.12000274658203,109.08999633789062,231012.0,109.08999633789062,2008
2007,2008-04-08,109.63999938964844,107.63999938964844,108.87999725341797,108.5,278967.0,108.5,2008
2008,2008-04-09,112.20999908447266,107.94999694824219,108.75,110.87000274658203,307800.0,110.87000274658203,2008
2009,2008-04-10,112.19999694824219,108.75,110.69999694824219,110.11000061035156,326218.0,110.11000061035156,2008
2010,2008-04-11,110.81999969482422,108.91999816894531,110.05999755859375,110.13999938964844,312662.0,110.13999938964844,2008
2011,2008-04-14,111.98999786376953,109.55999755859375,110.0,111.76000213623047,240810.0,111.76000213623047,2008
2012,2008-04-15,114.08000183105469,111.80000305175781,111.80000305175781,113.79000091552734,199908.0,113.79000091552734,2008
2013,2008-04-16,115.13999938964844,112.19000244140625,113.8499984741211,114.93000030517578,222349.0,114.93000030517578,2008
2014,2008-04-17,115.54000091552734,114.13999938964844,115.0,114.86000061035156,297359.0,114.86000061035156,2008
2015,2008-04-18,116.97000122070312,112.72000122070312,113.44999694824219,116.69000244140625,227415.0,116.69000244140625,2008
2016,2008-04-21,117.83000183105469,115.68000030517578,116.93000030517578,117.4800033569336,206377.0,117.4800033569336,2008
2017,2008-04-22,119.9000015258789,117.3499984741211,117.5,119.37000274658203,134017.0,119.37000274658203,2008
2018,2008-04-23,118.55999755859375,116.44999694824219,118.33000183105469,118.30000305175781,281258.0,118.30000305175781,2008
2019,2008-04-24,118.30000305175781,114.25,117.93000030517578,116.05999755859375,243832.0,116.05999755859375,2008
2020,2008-04-25,119.55000305175781,114.51000213623047,115.94999694824219,118.5199966430664,319982.0,118.5199966430664,2008
2021,2008-04-28,119.93000030517578,118.16000366210938,118.94999694824219,118.75,288727.0,118.75,2008
2022,2008-04-29,118.83999633789062,114.97000122070312,118.83999633789062,115.62999725341797,201651.0,115.62999725341797,2008
2023,2008-04-30,116.69999694824219,113.30000305175781,115.36000061035156,113.45999908447266,303543.0,113.45999908447266,2008
2024,2008-05-01,115.2300033569336,110.30000305175781,114.5999984741211,112.5199966430664,313044.0,112.5199966430664,2008
2025,2008-05-02,116.80000305175781,111.77999877929688,112.25,116.31999969482422,291258.0,116.31999969482422,2008
2026,2008-05-05,120.36000061035156,116.05000305175781,116.5,119.97000122070312,287460.0,119.97000122070312,2008
